movieId,title,genres,year,director,cast,content_type,runtime_minutes,poster_url,synopsis
478,Neon Sky (2010),Action|Thriller|Romance,2010,N. Burton,"Chris Evans, Tom Hanks, Margot Robbie",movie,116,https://picsum.photos/seed/movie478/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by N. Burton."
479,Iron City (2016),Romance|Drama|Sci-Fi,2016,J. Nolan,"Ryan Gosling, Chris Evans, Margot Robbie",movie,169,https://picsum.photos/seed/movie479/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by J. Nolan."
480,Vijay Empire (2025),Thriller|Sci-Fi,2025,T. Nag,"Anushka Shetty, Ram Charan, Allu Arjun",tv_show,99,https://picsum.photos/seed/movie480/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by T. Nag."
481,Victory Rangula (2025),Action|Sci-Fi|Comedy,2025,B. Krishna,"Mahesh Babu, Prabhas, Nayanthara",movie,144,https://picsum.photos/seed/movie481/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by B. Krishna."
482,Nightfall Kingdom (2026),Comedy|Adventure|Mystery,2026,W. Anderson,"Timothée Chalamet, Ryan Gosling, Emma Stone",movie,100,https://picsum.photos/seed/movie482/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by W. Anderson."
483,Raja Stars (2022),Comedy|Drama|Mystery,2022,S. Kumar,"Naga Chaitanya, Allu Arjun, Nayanthara",movie,168,https://picsum.photos/seed/movie483/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Kumar."
484,Jungle Milan (2018),Sci-Fi|Action,2018,M. Hirani,"Kareena Kapoor, Shraddha Kapoor, Shah Rukh Khan",movie,149,https://picsum.photos/seed/movie484/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by M. Hirani."
485,Raaj Katha (2026),Adventure|Thriller,2026,Y. Chopra,"Ranbir Kapoor, Deepika Padukone, Ajay Devgn",movie,128,https://picsum.photos/seed/movie485/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by Y. Chopra."
486,Jungle Dhoop (2021),Mystery|Action|Romance,2021,K. Johar,"Shraddha Kapoor, Priyanka Chopra, Ranveer Singh",tv_show,178,https://picsum.photos/seed/movie486/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by K. Johar."
487,Raaj Nasha (2026),Sci-Fi|Action,2026,M. Hirani,"Ranbir Kapoor, Priyanka Chopra, Ranveer Singh",movie,149,https://picsum.photos/seed/movie487/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Hirani."
488,Vijay Sena (2013),Adventure|Comedy|Sci-Fi,2013,S. Rajamouli,"Pooja Hegde, N. T. Rama Rao, Anushka Shetty",movie,101,https://picsum.photos/seed/movie488/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Rajamouli."
489,Black Kingdom (2008),Sci-Fi|Drama|Mystery,2008,M. Cameron,"Leonardo DiCaprio, Chris Evans, Emma Stone",movie,130,https://picsum.photos/seed/movie489/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Cameron."
490,Diamond Nayak (2021),Thriller|Action,2021,T. Nag,"N. T. Rama Rao, Mahesh Babu, Pooja Hegde",movie,160,https://picsum.photos/seed/movie490/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by T. Nag."
491,Nightfall Alliance (2019),Mystery|Adventure|Romance,2019,A. Villeneuve,"Emma Stone, Tom Hanks, Brad Pitt",movie,141,https://picsum.photos/seed/movie491/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by A. Villeneuve."
492,Lighthouse Dil (2013),Mystery|Drama|Romance,2013,V. Anand,"Ranveer Singh, Priyanka Chopra, Ajay Devgn",movie,175,https://picsum.photos/seed/movie492/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by V. Anand."
493,Midnight Echo (2008),Romance|Adventure,2008,M. Cameron,"Chris Evans, Zendaya, Leonardo DiCaprio",movie,148,https://picsum.photos/seed/movie493/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by M. Cameron."
494,Victory Vikram (2013),Adventure|Drama|Mystery,2013,B. Krishna,"Anushka Shetty, Pooja Hegde, Naga Chaitanya",movie,90,https://picsum.photos/seed/movie494/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by B. Krishna."
495,Pardesi Dil (2024),Action|Thriller,2024,S. Bhatt,"Ajay Devgn, Ranbir Kapoor, Alia Bhatt",movie,137,https://picsum.photos/seed/movie495/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Bhatt."
496,Storm Stars (2012),Comedy|Sci-Fi,2012,P. Raghav,"Allu Arjun, Naga Chaitanya, N. T. Rama Rao",movie,174,https://picsum.photos/seed/movie496/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by P. Raghav."
497,Hidden Alliance (2026),Sci-Fi|Comedy,2026,S. Spielberg,"Timothée Chalamet, Tom Hanks, Ryan Gosling",movie,150,https://picsum.photos/seed/movie497/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Spielberg."
498,River Vikram (2019),Thriller|Action|Adventure,2019,S. Rajamouli,"Allu Arjun, Prabhas, Mahesh Babu",movie,111,https://picsum.photos/seed/movie498/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Rajamouli."
499,Hidden City (2008),Thriller|Romance,2008,S. Spielberg,"Chris Evans, Margot Robbie, Leonardo DiCaprio",movie,125,https://picsum.photos/seed/movie499/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Spielberg."
500,Saffron Rang (2013),Thriller|Mystery,2013,S. Ali,"Ranveer Singh, Kareena Kapoor, Alia Bhatt",movie,152,https://picsum.photos/seed/movie500/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Ali."
501,Dream Raja (2018),Mystery|Drama|Adventure,2018,S. Kumar,"Prabhas, Nayanthara, Naga Chaitanya",movie,171,https://picsum.photos/seed/movie501/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
502,Last Frontier (2009),Mystery|Comedy|Romance,2009,S. Spielberg,"Margot Robbie, Tom Hanks, Leonardo DiCaprio",movie,186,https://picsum.photos/seed/movie502/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Spielberg."
503,Storm Signal (2023),Thriller|Mystery,2023,S. Spielberg,"Leonardo DiCaprio, Ana de Armas, Zendaya",movie,176,https://picsum.photos/seed/movie503/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by S. Spielberg."
504,Hero Raja (2011),Thriller|Romance|Action,2011,P. Raghav,"Ram Charan, Pooja Hegde, Allu Arjun",movie,164,https://picsum.photos/seed/movie504/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by P. Raghav."
505,Raaj Dil (2026),Action|Adventure|Sci-Fi,2026,K. Johar,"Ranbir Kapoor, Alia Bhatt, Ranveer Singh",movie,91,https://picsum.photos/seed/movie505/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by K. Johar."
506,Royal Echo (2022),Action|Sci-Fi,2022,N. Burton,"Brad Pitt, Emma Stone, Ana de Armas",movie,97,https://picsum.photos/seed/movie506/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by N. Burton."
507,Victory Empire (2011),Drama|Adventure,2011,S. Kumar,"N. T. Rama Rao, Prabhas, Pooja Hegde",tv_show,127,https://picsum.photos/seed/movie507/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Kumar."
508,Victory Stars (2022),Drama|Romance,2022,S. Rajamouli,"Pooja Hegde, Ram Charan, Allu Arjun",movie,138,https://picsum.photos/seed/movie508/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Rajamouli."
509,Saffron Ghar (2016),Mystery|Drama,2016,Y. Chopra,"Kareena Kapoor, Deepika Padukone, Shraddha Kapoor",movie,103,https://picsum.photos/seed/movie509/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by Y. Chopra."
510,Diamond Vikram (2014),Action|Sci-Fi,2014,A. Srinivas,"N. T. Rama Rao, Naga Chaitanya, Allu Arjun",movie,183,https://picsum.photos/seed/movie510/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Srinivas."
511,Saffron Sangam (2012),Adventure|Comedy,2012,R. Kapoor,"Shah Rukh Khan, Ajay Devgn, Amitabh Bachchan",movie,155,https://picsum.photos/seed/movie511/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by R. Kapoor."
512,Lagaan Nasha (2020),Sci-Fi|Action|Thriller,2020,A. Khan,"Ranbir Kapoor, Priyanka Chopra, Shah Rukh Khan",movie,135,https://picsum.photos/seed/movie512/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Khan."
513,Legend Vikram (2009),Sci-Fi|Mystery,2009,S. Kumar,"Ram Charan, Anushka Shetty, Nayanthara",movie,172,https://picsum.photos/seed/movie513/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
514,Royal Sky (2020),Sci-Fi|Action|Adventure,2020,D. Fincher,"Emma Stone, Zendaya, Margot Robbie",movie,114,https://picsum.photos/seed/movie514/300/450,"A hollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by D. Fincher."
515,Iron Sky (2026),Sci-Fi|Thriller|Comedy,2026,D. Fincher,"Chris Evans, Zendaya, Margot Robbie",movie,92,https://picsum.photos/seed/movie515/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by D. Fincher."
516,Saffron Katha (2009),Comedy|Action,2009,R. Shetty,"Deepika Padukone, Priyanka Chopra, Kareena Kapoor",movie,108,https://picsum.photos/seed/movie516/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by R. Shetty."
517,Telugu Sena (2009),Thriller|Mystery,2009,N. Teja,"Prabhas, Mahesh Babu, Nayanthara",movie,148,https://picsum.photos/seed/movie517/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by N. Teja."
518,Final Kingdom (2010),Comedy|Sci-Fi,2010,A. Villeneuve,"Margot Robbie, Chris Evans, Brad Pitt",movie,184,https://picsum.photos/seed/movie518/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by A. Villeneuve."
519,Heart Rang (2026),Romance|Sci-Fi,2026,Z. Ansari,"Ranveer Singh, Alia Bhatt, Priyanka Chopra",movie,125,https://picsum.photos/seed/movie519/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by Z. Ansari."
520,Dream Katha (2025),Drama|Mystery,2025,Y. Chopra,"Kareena Kapoor, Priyanka Chopra, Shah Rukh Khan",movie,168,https://picsum.photos/seed/movie520/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by Y. Chopra."
521,Midnight Rise (2010),Mystery|Adventure|Comedy,2010,C. Nolan,"Tom Hanks, Leonardo DiCaprio, Margot Robbie",movie,116,https://picsum.photos/seed/movie521/300/450,"A hollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by C. Nolan."
522,Legend Waves (2022),Sci-Fi|Thriller,2022,C. Tirumala,"Samantha Ruth Prabhu, Prabhas, Mahesh Babu",movie,170,https://picsum.photos/seed/movie522/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by C. Tirumala."
523,Jungle Love (2025),Comedy|Sci-Fi|Adventure,2025,K. Johar,"Priyanka Chopra, Deepika Padukone, Ranbir Kapoor",movie,125,https://picsum.photos/seed/movie523/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by K. Johar."
524,Silver Run (2023),Adventure|Romance,2023,W. Anderson,"Leonardo DiCaprio, Timothée Chalamet, Tom Hanks",tv_show,122,https://picsum.photos/seed/movie524/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by W. Anderson."
525,Diamond Sena (2009),Action|Comedy,2009,S. Kumar,"Mahesh Babu, Anushka Shetty, Prabhas",movie,99,https://picsum.photos/seed/movie525/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by S. Kumar."
526,Storm Sundari (2026),Drama|Romance,2026,T. Nag,"Pooja Hegde, Samantha Ruth Prabhu, Ram Charan",tv_show,120,https://picsum.photos/seed/movie526/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by T. Nag."
527,Pardesi Dil (2020),Mystery|Drama,2020,K. Johar,"Deepika Padukone, Kareena Kapoor, Ranbir Kapoor",tv_show,168,https://picsum.photos/seed/movie527/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by K. Johar."
528,Storm Frontier (2012),Adventure|Drama,2012,W. Anderson,"Brad Pitt, Ryan Gosling, Emma Stone",movie,162,https://picsum.photos/seed/movie528/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by W. Anderson."
529,Dream Rang (2022),Thriller|Sci-Fi,2022,V. Anand,"Ajay Devgn, Ranveer Singh, Alia Bhatt",tv_show,171,https://picsum.photos/seed/movie529/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by V. Anand."
530,Last Alliance (2015),Sci-Fi|Mystery,2015,A. Villeneuve,"Zendaya, Ana de Armas, Chris Evans",movie,91,https://picsum.photos/seed/movie530/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by A. Villeneuve."
531,Nawab Dil (2015),Mystery|Action,2015,M. Hirani,"Ajay Devgn, Priyanka Chopra, Ranveer Singh",movie,150,https://picsum.photos/seed/movie531/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by M. Hirani."
532,Telugu Vikram (2024),Comedy|Action|Thriller,2024,C. Tirumala,"Naga Chaitanya, N. T. Rama Rao, Nayanthara",movie,178,https://picsum.photos/seed/movie532/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by C. Tirumala."
533,Royal Milan (2019),Thriller|Drama|Adventure,2019,S. Bhatt,"Priyanka Chopra, Deepika Padukone, Shah Rukh Khan",movie,163,https://picsum.photos/seed/movie533/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Bhatt."
534,Telugu Sena (2022),Action|Mystery|Adventure,2022,V. Vamsi,"Pooja Hegde, Prabhas, Ram Charan",movie,178,https://picsum.photos/seed/movie534/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by V. Vamsi."
535,Telugu Nayak (2021),Adventure|Sci-Fi,2021,S. Rajamouli,"Nayanthara, Anushka Shetty, Samantha Ruth Prabhu",movie,155,https://picsum.photos/seed/movie535/300/450,"A tollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Rajamouli."
536,Aashiq Love (2011),Adventure|Drama|Sci-Fi,2011,R. Shetty,"Alia Bhatt, Kareena Kapoor, Shah Rukh Khan",movie,98,https://picsum.photos/seed/movie536/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by R. Shetty."
537,Diamond Empire (2012),Comedy|Mystery|Adventure,2012,T. Nag,"Samantha Ruth Prabhu, Anushka Shetty, N. T. Rama Rao",movie,131,https://picsum.photos/seed/movie537/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by T. Nag."
538,Lighthouse Nasha (2016),Sci-Fi|Thriller|Mystery,2016,R. Kapoor,"Deepika Padukone, Alia Bhatt, Ranbir Kapoor",movie,150,https://picsum.photos/seed/movie538/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by R. Kapoor."
539,Hero Waves (2017),Sci-Fi|Action,2017,B. Krishna,"Nayanthara, Ram Charan, N. T. Rama Rao",movie,112,https://picsum.photos/seed/movie539/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by B. Krishna."
540,Silver Run (2016),Action|Romance,2016,A. Villeneuve,"Leonardo DiCaprio, Chris Evans, Timothée Chalamet",movie,177,https://picsum.photos/seed/movie540/300/450,"A hollywood cinematic story of family, featuring a powerful ensemble cast and directed by A. Villeneuve."
541,Velvet Frontier (2021),Action|Mystery,2021,W. Anderson,"Tom Hanks, Emma Stone, Brad Pitt",movie,156,https://picsum.photos/seed/movie541/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by W. Anderson."
542,Jungle Dhoop (2018),Thriller|Sci-Fi|Drama,2018,M. Hirani,"Kareena Kapoor, Ranbir Kapoor, Shraddha Kapoor",movie,129,https://picsum.photos/seed/movie542/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by M. Hirani."
543,Royal Sangam (2019),Sci-Fi|Drama|Thriller,2019,S. Bhatt,"Shah Rukh Khan, Ranveer Singh, Alia Bhatt",movie,181,https://picsum.photos/seed/movie543/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Bhatt."
544,Dream Milan (2012),Romance|Comedy|Sci-Fi,2012,Y. Chopra,"Priyanka Chopra, Deepika Padukone, Shah Rukh Khan",movie,116,https://picsum.photos/seed/movie544/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by Y. Chopra."
545,Telugu Rangula (2019),Drama|Action|Comedy,2019,V. Vamsi,"Ram Charan, Naga Chaitanya, Prabhas",movie,188,https://picsum.photos/seed/movie545/300/450,"A tollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by V. Vamsi."
546,Aashiq Katha (2012),Sci-Fi|Romance|Thriller,2012,R. Kapoor,"Ranbir Kapoor, Shraddha Kapoor, Alia Bhatt",movie,162,https://picsum.photos/seed/movie546/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by R. Kapoor."
547,Heart Rang (2023),Action|Comedy|Thriller,2023,R. Kapoor,"Ranveer Singh, Ranbir Kapoor, Deepika Padukone",movie,147,https://picsum.photos/seed/movie547/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by R. Kapoor."
548,Ghost Sky (2014),Action|Sci-Fi,2014,P. Jackson,"Ana de Armas, Brad Pitt, Emma Stone",movie,147,https://picsum.photos/seed/movie548/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by P. Jackson."
549,Vijay Waves (2020),Mystery|Drama|Adventure,2020,N. Teja,"Naga Chaitanya, Ram Charan, Mahesh Babu",movie,137,https://picsum.photos/seed/movie549/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by N. Teja."
550,Saffron Ghar (2019),Sci-Fi|Adventure,2019,M. Hirani,"Amitabh Bachchan, Kareena Kapoor, Deepika Padukone",movie,146,https://picsum.photos/seed/movie550/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Hirani."
551,Golden Signal (2021),Thriller|Comedy,2021,M. Cameron,"Timothée Chalamet, Margot Robbie, Leonardo DiCaprio",movie,157,https://picsum.photos/seed/movie551/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by M. Cameron."
552,Black Kingdom (2020),Romance|Thriller|Comedy,2020,A. Villeneuve,"Tom Hanks, Zendaya, Emma Stone",movie,186,https://picsum.photos/seed/movie552/300/450,"A hollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by A. Villeneuve."
553,Crimson Signal (2017),Sci-Fi|Thriller|Adventure,2017,J. Nolan,"Chris Evans, Tom Hanks, Emma Stone",movie,93,https://picsum.photos/seed/movie553/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by J. Nolan."
554,Neon City (2023),Comedy|Action|Mystery,2023,A. Villeneuve,"Emma Stone, Zendaya, Leonardo DiCaprio",movie,153,https://picsum.photos/seed/movie554/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by A. Villeneuve."
555,Galaxy Rangula (2026),Drama|Romance|Thriller,2026,B. Krishna,"Nayanthara, Pooja Hegde, Allu Arjun",movie,92,https://picsum.photos/seed/movie555/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by B. Krishna."
556,Last Sky (2012),Action|Romance,2012,N. Burton,"Chris Evans, Leonardo DiCaprio, Ryan Gosling",movie,171,https://picsum.photos/seed/movie556/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by N. Burton."
557,Neon City (2024),Romance|Thriller,2024,A. Villeneuve,"Ana de Armas, Brad Pitt, Leonardo DiCaprio",movie,130,https://picsum.photos/seed/movie557/300/450,"A hollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by A. Villeneuve."
558,Eternal Katha (2011),Romance|Thriller,2011,Z. Ansari,"Shraddha Kapoor, Alia Bhatt, Ranveer Singh",movie,189,https://picsum.photos/seed/movie558/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by Z. Ansari."
559,Heart Milan (2011),Drama|Comedy,2011,K. Johar,"Ranveer Singh, Ranbir Kapoor, Priyanka Chopra",movie,99,https://picsum.photos/seed/movie559/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by K. Johar."
560,Black Sky (2023),Adventure|Drama|Sci-Fi,2023,N. Burton,"Emma Stone, Ryan Gosling, Leonardo DiCaprio",movie,185,https://picsum.photos/seed/movie560/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by N. Burton."
561,Crimson Run (2015),Mystery|Adventure,2015,S. Spielberg,"Leonardo DiCaprio, Brad Pitt, Timothée Chalamet",movie,104,https://picsum.photos/seed/movie561/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Spielberg."
562,Golden Rise (2021),Sci-Fi|Action,2021,C. Nolan,"Brad Pitt, Margot Robbie, Tom Hanks",movie,95,https://picsum.photos/seed/movie562/300/450,"A hollywood cinematic story of love, featuring a powerful ensemble cast and directed by C. Nolan."
563,Dhoom Love (2011),Adventure|Action,2011,A. Khan,"Shraddha Kapoor, Priyanka Chopra, Ranbir Kapoor",movie,185,https://picsum.photos/seed/movie563/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Khan."
564,River Rangula (2013),Action|Thriller,2013,P. Raghav,"Nayanthara, Samantha Ruth Prabhu, N. T. Rama Rao",tv_show,114,https://picsum.photos/seed/movie564/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by P. Raghav."
565,Black Alliance (2008),Romance|Comedy|Adventure,2008,A. Villeneuve,"Brad Pitt, Ana de Armas, Chris Evans",movie,113,https://picsum.photos/seed/movie565/300/450,"A hollywood cinematic story of courage, featuring a powerful ensemble cast and directed by A. Villeneuve."
566,Jungle Dil (2024),Sci-Fi|Action,2024,K. Johar,"Ajay Devgn, Deepika Padukone, Alia Bhatt",movie,153,https://picsum.photos/seed/movie566/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by K. Johar."
567,Legend Waves (2009),Thriller|Comedy|Sci-Fi,2009,S. Kumar,"Ram Charan, Naga Chaitanya, N. T. Rama Rao",movie,177,https://picsum.photos/seed/movie567/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by S. Kumar."
568,Royal Signal (2017),Romance|Action|Adventure,2017,G. Del Toro,"Brad Pitt, Margot Robbie, Chris Evans",movie,103,https://picsum.photos/seed/movie568/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by G. Del Toro."
569,Lighthouse Rang (2011),Drama|Romance,2011,Y. Chopra,"Ajay Devgn, Shraddha Kapoor, Deepika Padukone",movie,133,https://picsum.photos/seed/movie569/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by Y. Chopra."
570,Dream Vikram (2011),Mystery|Romance|Comedy,2011,N. Teja,"Pooja Hegde, Naga Chaitanya, Allu Arjun",movie,141,https://picsum.photos/seed/movie570/300/450,"A tollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by N. Teja."
571,Legend Velugu (2022),Comedy|Adventure|Drama,2022,S. Kumar,"N. T. Rama Rao, Allu Arjun, Naga Chaitanya",movie,184,https://picsum.photos/seed/movie571/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by S. Kumar."
572,Velvet Sky (2013),Drama|Mystery|Action,2013,G. Del Toro,"Timothée Chalamet, Ryan Gosling, Leonardo DiCaprio",movie,156,https://picsum.photos/seed/movie572/300/450,"A hollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by G. Del Toro."
573,Royal Ghar (2023),Action|Comedy,2023,V. Anand,"Ranbir Kapoor, Amitabh Bachchan, Alia Bhatt",movie,105,https://picsum.photos/seed/movie573/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by V. Anand."
574,Heart Nasha (2022),Romance|Comedy|Mystery,2022,V. Anand,"Shah Rukh Khan, Shraddha Kapoor, Ranveer Singh",movie,181,https://picsum.photos/seed/movie574/300/450,"A bollywood cinematic story of ambition, featuring a powerful ensemble cast and directed by V. Anand."
575,Raaj Rang (2026),Romance|Thriller|Action,2026,V. Anand,"Ranbir Kapoor, Shraddha Kapoor, Kareena Kapoor",movie,153,https://picsum.photos/seed/movie575/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by V. Anand."
576,Love Katha (2017),Adventure|Romance,2017,M. Hirani,"Shah Rukh Khan, Shraddha Kapoor, Ranbir Kapoor",movie,164,https://picsum.photos/seed/movie576/300/450,"A bollywood cinematic story of love, featuring a powerful ensemble cast and directed by M. Hirani."
577,River Vikram (2011),Action|Adventure|Drama,2011,C. Tirumala,"Ram Charan, Nayanthara, Pooja Hegde",tv_show,172,https://picsum.photos/seed/movie577/300/450,"A tollywood cinematic story of courage, featuring a powerful ensemble cast and directed by C. Tirumala."
578,Vijay Stars (2017),Action|Comedy|Adventure,2017,S. Kumar,"Ram Charan, Prabhas, Mahesh Babu",movie,162,https://picsum.photos/seed/movie578/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by S. Kumar."
579,Eternal Love (2023),Adventure|Thriller|Action,2023,S. Ali,"Shah Rukh Khan, Alia Bhatt, Ajay Devgn",movie,102,https://picsum.photos/seed/movie579/300/450,"A bollywood cinematic story of redemption, featuring a powerful ensemble cast and directed by S. Ali."
580,Power Rangula (2023),Mystery|Drama|Comedy,2023,P. Raghav,"Ram Charan, Prabhas, Allu Arjun",movie,190,https://picsum.photos/seed/movie580/300/450,"A tollywood cinematic story of love, featuring a powerful ensemble cast and directed by P. Raghav."
581,Power Nayak (2016),Drama|Thriller,2016,R. Reddy,"Allu Arjun, Pooja Hegde, Samantha Ruth Prabhu",movie,98,https://picsum.photos/seed/movie581/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by R. Reddy."
582,Storm Vikram (2014),Adventure|Drama|Comedy,2014,T. Nag,"N. T. Rama Rao, Allu Arjun, Anushka Shetty",movie,169,https://picsum.photos/seed/movie582/300/450,"A tollywood cinematic story of family, featuring a powerful ensemble cast and directed by T. Nag."
583,Dhoom Azaadi (2013),Sci-Fi|Romance,2013,R. Kapoor,"Ranbir Kapoor, Ranveer Singh, Kareena Kapoor",movie,158,https://picsum.photos/seed/movie583/300/450,"A bollywood cinematic story of family, featuring a powerful ensemble cast and directed by R. Kapoor."
584,Aashiq Dhoop (2009),Comedy|Drama,2009,Z. Ansari,"Priyanka Chopra, Alia Bhatt, Kareena Kapoor",movie,187,https://picsum.photos/seed/movie584/300/450,"A bollywood cinematic story of courage, featuring a powerful ensemble cast and directed by Z. Ansari."
585,Jungle Katha (2010),Thriller|Adventure,2010,K. Johar,"Ajay Devgn, Amitabh Bachchan, Ranbir Kapoor",movie,141,https://picsum.photos/seed/movie585/300/450,"A bollywood cinematic story of revenge, featuring a powerful ensemble cast and directed by K. Johar."
